"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AL392023.2.7",0.000405000150029901,-0.0869658533627499,0.288,0.345,0.810000300059803,"APCs","AL392023.2"
"ZNF385D-AS2.7",0.000434123517277172,-0.0675079919529309,0.056,0.276,0.868247034554344,"APCs","ZNF385D-AS2"
"SLC24A3.7",0.000435847641907205,0.191561924946858,0.653,0.806,0.871695283814411,"APCs","SLC24A3"
"CCL8.7",0.000447203009649864,-0.0298792038879657,0.054,0.278,0.894406019299729,"APCs","CCL8"
"AC074286.1.7",0.0005000580623711,-0.0321195005489876,0.093,0.296,1,"APCs","AC074286.1"
"RPS11.7",0.00051614350073567,0.335720788847163,0.377,0.48,1,"APCs","RPS11"
"KCNQ5.7",0.000523861900447928,-0.615300156307586,0.257,0.348,1,"APCs","KCNQ5"
"CDH6.7",0.000527822353272672,0.228729800788286,0.397,0.534,1,"APCs","CDH6"
"AC002070.1.7",0.000530590798200985,-0.289750799424549,0.303,0.398,1,"APCs","AC002070.1"
"AL590550.1.7",0.000566987832468122,-0.00838207135331689,0.172,0.342,1,"APCs","AL590550.1"
"COL25A1.7",0.000572754138031322,-0.964879365742241,0.455,0.494,1,"APCs","COL25A1"
"RAI14.7",0.000583404130731898,0.32709305540796,0.47,0.592,1,"APCs","RAI14"
"THBS1.7",0.00064602459484152,-0.265144612455018,0.427,0.48,1,"APCs","THBS1"
"MT-ND5.7",0.000652828021851934,0.465713514079688,0.521,0.672,1,"APCs","MT-ND5"
"AL589693.1.7",0.000704352950650131,-0.897293360223258,0.397,0.371,1,"APCs","AL589693.1"
"CPVL.7",0.000712755227941814,-0.184068399235292,0.445,0.549,1,"APCs","CPVL"
"SV2B.7",0.00074560182236438,-0.211356721918677,0.361,0.372,1,"APCs","SV2B"
"PELI1.7",0.00098280321616999,-0.4232407184013,0.655,0.656,1,"APCs","PELI1"
"NEXMIF.7",0.000985140054282494,0.202323050743095,0.335,0.405,1,"APCs","NEXMIF"
"SGK1.7",0.00103875351581395,0.63506627808197,0.465,0.643,1,"APCs","SGK1"
"AC119674.1.7",0.00131002137435288,-0.808082932508713,0.587,0.559,1,"APCs","AC119674.1"
"MT-CO1.7",0.0015481174824777,1.00337294515702,0.5,0.63,1,"APCs","MT-CO1"
"AC010609.1.7",0.00163506797075578,-0.151056868137233,0.124,0.345,1,"APCs","AC010609.1"
"AC090809.1.7",0.00173418286729659,-0.0192175869069088,0.274,0.361,1,"APCs","AC090809.1"
"VCAN.7",0.00175673001187389,-0.380525677536963,0.477,0.485,1,"APCs","VCAN"
"NREP-AS1.7",0.00201634305496805,-0.0048173822288423,0.136,0.183,1,"APCs","NREP-AS1"
"AL358053.1.7",0.00228143886577817,-0.138397698901624,0.072,0.283,1,"APCs","AL358053.1"
"NTRK3.7",0.00234755663446161,-0.279614131606659,0.595,0.663,1,"APCs","NTRK3"
"NEURL1B.7",0.00241819803186711,-0.443781880295674,0.416,0.484,1,"APCs","NEURL1B"
"LINC02725.7",0.00259006761692014,-0.0284917463698583,0.268,0.392,1,"APCs","LINC02725"
"AC003666.1.7",0.00328955303905737,-0.0128340808908962,0.315,0.409,1,"APCs","AC003666.1"
"NFATC2.7",0.00343669824736877,0.175253470022145,0.435,0.522,1,"APCs","NFATC2"
"LINC02057.7",0.00367625605768078,0.0116456603974247,0.239,0.298,1,"APCs","LINC02057"
"PLA2G2A.7",0.00368392291577798,0.731582516998246,0.358,0.445,1,"APCs","PLA2G2A"
"ADAP2.7",0.00384141939240005,-0.483568089749256,0.467,0.518,1,"APCs","ADAP2"
"EFNB2.7",0.0042467016617001,0.457808874839405,0.489,0.637,1,"APCs","EFNB2"
"AC105450.1.7",0.00445405472222058,-0.137996593971039,0.242,0.285,1,"APCs","AC105450.1"
"CTH.7",0.00463650802511734,-0.0330878877383076,0.194,0.363,1,"APCs","CTH"
"AC112206.2.7",0.00497152787348033,0.121208195704104,0.385,0.488,1,"APCs","AC112206.2"
"LIX1-AS1.7",0.00516214629305715,-0.340327434323645,0.383,0.48,1,"APCs","LIX1-AS1"
"ELN.7",0.00519663370851066,-0.346659686840229,0.668,0.718,1,"APCs","ELN"
"VGLL3.7",0.00523600828882657,0.405670030028816,0.536,0.725,1,"APCs","VGLL3"
"KLRC1.7",0.00609393046704767,-0.0410215525264847,0.135,0.217,1,"APCs","KLRC1"
"SV2C.7",0.00701138782480626,-0.0491370688256515,0.087,0.265,1,"APCs","SV2C"
"CHST11.7",0.00790573622468958,-0.817216286073352,0.547,0.634,1,"APCs","CHST11"
"AC104041.1.7",0.0106408649285363,-0.18709175045297,0.294,0.381,1,"APCs","AC104041.1"
"LINC00906.7",0.0116634301216472,-0.0520564805955113,0.146,0.343,1,"APCs","LINC00906"
"CTNND2.7",0.0119144986328531,0.057409236726133,0.461,0.573,1,"APCs","CTNND2"
"PCDH9-AS2.7",0.0119663364758073,-0.354172398646021,0.182,0.393,1,"APCs","PCDH9-AS2"
"CAVIN2.7",0.013287903712053,-0.180188318383515,0.484,0.529,1,"APCs","CAVIN2"
"MRVI1.7",0.0136302776986982,-0.124649038576734,0.474,0.582,1,"APCs","MRVI1"
"AL356277.3.7",0.0142470287504865,-0.0663084174369197,0.078,0.311,1,"APCs","AL356277.3"
"SLC30A8.7",0.0157366167294133,0.007630501327778,0.195,0.232,1,"APCs","SLC30A8"
"AP002518.2.7",0.0167966061050689,0.231986134385232,0.447,0.555,1,"APCs","AP002518.2"
"SLC8A3.7",0.0169175751277465,-0.0906085674061623,0.071,0.243,1,"APCs","SLC8A3"
"ANGPT4.7",0.0214250410321098,-0.0587662829940674,0.092,0.361,1,"APCs","ANGPT4"
"HMGCLL1.7",0.0215775535077172,-0.189023003623382,0.438,0.454,1,"APCs","HMGCLL1"
"LINC02698.7",0.0229572702047809,-0.0158723810114117,0.091,0.285,1,"APCs","LINC02698"
"AC233296.1.7",0.0234021031115956,-0.21261558672387,0.384,0.447,1,"APCs","AC233296.1"
"ADAM23.7",0.0245910325345459,-0.111204615188672,0.485,0.506,1,"APCs","ADAM23"
"CPAMD8.7",0.0249797431152181,-0.118223453178947,0.354,0.458,1,"APCs","CPAMD8"
"PLVAP.7",0.0259890648129563,-0.222214679167915,0.109,0.331,1,"APCs","PLVAP"
"KIF14.7",0.0261011696982938,-0.0118063198112587,0.276,0.38,1,"APCs","KIF14"
"C14orf39.7",0.0279134057241773,-0.0675867442603184,0.064,0.372,1,"APCs","C14orf39"
"AC092353.2.7",0.0285443451585472,-0.022436965515391,0.105,0.268,1,"APCs","AC092353.2"
"PTCHD4.7",0.0311235694443625,0.0236823052489856,0.431,0.496,1,"APCs","PTCHD4"
"LINC00276.7",0.0323949974061596,0.00211071017451316,0.306,0.408,1,"APCs","LINC00276"
"SFRP4.7",0.0331774388050702,-0.272811794867036,0.066,0.33,1,"APCs","SFRP4"
"NAA11.7",0.0334019966985687,-0.0634386683903447,0.079,0.318,1,"APCs","NAA11"
"LINC01340.7",0.0349336496554242,-0.140903844003828,0.369,0.451,1,"APCs","LINC01340"
"ALDH1L1.7",0.0349888592793683,-0.227212477764513,0.577,0.702,1,"APCs","ALDH1L1"
"RPS9.7",0.0361287965653952,0.286433001005223,0.339,0.413,1,"APCs","RPS9"
"DSCAML1.7",0.0371619675784501,0.406069443841196,0.494,0.672,1,"APCs","DSCAML1"
"RPS17.7",0.0383404034224187,0.246271157108312,0.377,0.442,1,"APCs","RPS17"
"AL354771.1.7",0.043333868032382,-0.00326358002387749,0.225,0.269,1,"APCs","AL354771.1"
"TMEM163.7",0.0451725154055328,-0.0622149052931301,0.366,0.447,1,"APCs","TMEM163"
"LINC00923.7",0.0455400558988685,0.279143442069736,0.544,0.656,1,"APCs","LINC00923"
"TMEM132C.7",0.0478293691742354,-0.94818652210853,0.73,0.807,1,"APCs","TMEM132C"
"C22orf34.7",0.0536586763502435,-0.561845435237817,0.331,0.394,1,"APCs","C22orf34"
"MYH11.7",0.056245060327314,-0.510643259386986,0.139,0.322,1,"APCs","MYH11"
"AC104248.1.7",0.0565777877772482,-0.0581204920760812,0.162,0.261,1,"APCs","AC104248.1"
"KCNB2.7",0.0581212642328413,-0.264009788135341,0.386,0.491,1,"APCs","KCNB2"
"GPC4.7",0.0585756152984736,0.32935726984229,0.446,0.588,1,"APCs","GPC4"
"PRSS23.7",0.0598033382502859,-0.158573342226569,0.65,0.729,1,"APCs","PRSS23"
"CEACAM1.7",0.0609446599034345,-0.3135162021991,0.146,0.34,1,"APCs","CEACAM1"
"TSPAN7.7",0.0614522813739995,-0.0199927498271669,0.401,0.448,1,"APCs","TSPAN7"
"AC091691.3.7",0.062117756239913,-0.0293895897929716,0.125,0.358,1,"APCs","AC091691.3"
"MARCH3.7",0.0708975241341117,-0.131772410679754,0.409,0.515,1,"APCs","MARCH3"
"PSAP.7",0.0740224396782555,-0.234020624285263,0.523,0.543,1,"APCs","PSAP"
"SGK2.7",0.0766002938845662,-0.171226328109034,0.413,0.477,1,"APCs","SGK2"
"SPINK5.7",0.0769778108280643,-0.0380824392881028,0.216,0.361,1,"APCs","SPINK5"
"MYO1B.7",0.0820031842232988,-0.249120877063997,0.54,0.661,1,"APCs","MYO1B"
"AC068305.2.7",0.0863966679960609,0.00118608357081354,0.348,0.418,1,"APCs","AC068305.2"
"SLC14A2-AS1.7",0.0882092786922345,-0.214820839583111,0.372,0.473,1,"APCs","SLC14A2-AS1"
"LINC02227.7",0.0927558243174935,-0.137083139202953,0.071,0.319,1,"APCs","LINC02227"
"CHRM2.7",0.0941693271587854,-0.0393048012237244,0.379,0.426,1,"APCs","CHRM2"
"ADGRL4.7",0.12278769875883,-1.10408208836963,0.517,0.499,1,"APCs","ADGRL4"
"ZNF366.7",0.122922173238579,-0.190054175232787,0.109,0.367,1,"APCs","ZNF366"
"AC092969.1.7",0.135116742948197,-0.0501628948289362,0.314,0.415,1,"APCs","AC092969.1"
"UPP2.7",0.142763686857576,-0.264323174825043,0.447,0.529,1,"APCs","UPP2"
"TAGLN.7",0.144484479526354,-0.0197747853571548,0.551,0.635,1,"APCs","TAGLN"
"TACR1.7",0.151369395634447,-0.238373577974353,0.208,0.327,1,"APCs","TACR1"
"KLHL4.7",0.153186099561805,0.379122976502018,0.389,0.467,1,"APCs","KLHL4"
"AL359220.1.7",0.154854791498581,-0.423853074419294,0.298,0.45,1,"APCs","AL359220.1"
"RAB31.7",0.155179183724548,0.43619169587698,0.516,0.677,1,"APCs","RAB31"
"RPL7A.7",0.160284867672064,0.321267724051251,0.357,0.414,1,"APCs","RPL7A"
"LINC01500.7",0.167158941035203,-0.0672680867961558,0.355,0.431,1,"APCs","LINC01500"
"POU6F2.7",0.184095647295698,-0.0433180217335626,0.383,0.437,1,"APCs","POU6F2"
"PPA1.7",0.192073566146462,0.231337157829757,0.424,0.519,1,"APCs","PPA1"
"CFB.7",0.195737921981467,0.478875982910053,0.36,0.46,1,"APCs","CFB"
"ENPP1.7",0.214627677099503,-0.382773418290782,0.39,0.464,1,"APCs","ENPP1"
"LUZP2.7",0.215648132544845,-0.0501468987434112,0.199,0.315,1,"APCs","LUZP2"
"MLIP.7",0.229979564746529,-0.0319251588667161,0.374,0.44,1,"APCs","MLIP"
"LYZ.7",0.235122865612928,-0.0588642944051926,0.085,0.298,1,"APCs","LYZ"
"TNIK.7",0.240434771366585,-0.645558165849799,0.524,0.586,1,"APCs","TNIK"
"RPS3A.7",0.277774160734294,0.397708612014598,0.438,0.533,1,"APCs","RPS3A"
"LINC00534.7",0.279588987485613,-0.132553825768461,0.212,0.342,1,"APCs","LINC00534"
"SOX5-AS1.7",0.2810211215029,-0.275231653479351,0.079,0.355,1,"APCs","SOX5-AS1"
"AC093898.1.7",0.291377561398566,0.0146634437100603,0.24,0.275,1,"APCs","AC093898.1"
"AC091939.1.7",0.302832991231224,-0.0775119654147687,0.072,0.319,1,"APCs","AC091939.1"
"STXBP6.7",0.316161191857309,0.0565979741979544,0.527,0.674,1,"APCs","STXBP6"
"SMIM36.7",0.332210766462528,-0.0600486680301898,0.115,0.314,1,"APCs","SMIM36"
"MMP9.7",0.332801443160746,-0.0179639750374004,0.078,0.185,1,"APCs","MMP9"
"MT-ND1.7",0.348916269425073,0.727802506046628,0.566,0.7,1,"APCs","MT-ND1"
"DPYSL3.7",0.370276901100946,-0.0317626475657069,0.492,0.599,1,"APCs","DPYSL3"
"CADM3-AS1.7",0.389803291103405,-0.060220994883917,0.186,0.244,1,"APCs","CADM3-AS1"
"UBA6-AS1.7",0.409170234476895,0.166764153042067,0.399,0.514,1,"APCs","UBA6-AS1"
"PURPL.7",0.410092308853477,-0.0183122330676715,0.452,0.48,1,"APCs","PURPL"
"STAB2.7",0.422137059389234,-0.272023296913206,0.264,0.353,1,"APCs","STAB2"
"LNX1.7",0.429921437782282,-0.219402690798816,0.407,0.504,1,"APCs","LNX1"
"RPLP1.7",0.43561160642252,0.733828110336707,0.453,0.516,1,"APCs","RPLP1"
"LINC02327.7",0.442050655889765,-0.00319301423856707,0.332,0.394,1,"APCs","LINC02327"
"AC018742.1.7",0.44535990778856,0.960964711562737,0.486,0.715,1,"APCs","AC018742.1"
"BMP5.7",0.449227013021831,-0.0349212559823665,0.053,0.297,1,"APCs","BMP5"
"PCK1.7",0.453725648384902,0.077444684427726,0.496,0.582,1,"APCs","PCK1"
"AC109492.1.7",0.461108024047504,-0.0159505907989871,0.176,0.272,1,"APCs","AC109492.1"
"AC090578.1.7",0.482512558645205,-0.121354908867295,0.334,0.396,1,"APCs","AC090578.1"
"PROX1.7",0.499338331680585,-0.166193485970269,0.335,0.344,1,"APCs","PROX1"
"RPL19.7",0.519530973995997,0.293165985253319,0.397,0.446,1,"APCs","RPL19"
"AC020637.1.7",0.521093409527726,-0.121278478985696,0.407,0.447,1,"APCs","AC020637.1"
"PART1.7",0.56221756618572,-0.0788695773204429,0.203,0.307,1,"APCs","PART1"
"FCN1.7",0.56715350225792,-0.091663065379629,0.061,0.333,1,"APCs","FCN1"
"LINC02253.7",0.602948020667769,-0.0762730575592403,0.118,0.292,1,"APCs","LINC02253"
"AC092810.3.7",0.607850428096843,0.286823649751894,0.408,0.51,1,"APCs","AC092810.3"
"MS4A2.7",0.617435923229307,-0.153943305424113,0.068,0.279,1,"APCs","MS4A2"
"AL031123.1.7",0.626460961177915,-0.0216916916184565,0.212,0.318,1,"APCs","AL031123.1"
"ATP6V0D2.7",0.639517244535119,-0.0158209664261507,0.182,0.385,1,"APCs","ATP6V0D2"
"IFITM3.7",0.641271716884624,0.309350058488948,0.446,0.526,1,"APCs","IFITM3"
"AC008056.1.7",0.647726411303853,-0.0305647381702204,0.133,0.215,1,"APCs","AC008056.1"
"AL162718.1.7",0.67319199120816,-0.0505442841084861,0.078,0.342,1,"APCs","AL162718.1"
"LINC01090.7",0.674337956692655,-0.0816532936615215,0.183,0.309,1,"APCs","LINC01090"
"COL23A1.7",0.67907211119566,-0.0939525920407865,0.341,0.439,1,"APCs","COL23A1"
"TNC.7",0.772752952863847,-0.0995439654887484,0.28,0.394,1,"APCs","TNC"
"SGPP2.7",0.778848550866859,0.664965293050618,0.37,0.426,1,"APCs","SGPP2"
"ALDH1A3.7",0.817115407554279,1.11171447380689,0.441,0.617,1,"APCs","ALDH1A3"
"LHX6.7",0.835092416193488,-0.0469505326232371,0.06,0.186,1,"APCs","LHX6"
"AC079793.1.7",0.84181659211063,-0.542725932644158,0.227,0.416,1,"APCs","AC079793.1"
"CCDC178.7",0.848970616919857,-0.452719233192193,0.519,0.486,1,"APCs","CCDC178"
"CRYAB.7",0.85033854733525,-0.0951185804907806,0.085,0.354,1,"APCs","CRYAB"
"COL1A2.7",0.852742383024683,-0.0714396781429258,0.555,0.697,1,"APCs","COL1A2"
"SLC5A4-AS1.7",0.858183211481258,-0.0259572405380385,0.337,0.333,1,"APCs","SLC5A4-AS1"
"LINC01568.7",0.890075758879474,-0.0261459461642893,0.124,0.262,1,"APCs","LINC01568"
"NELL1.7",0.904800922351618,0.879715485878778,0.42,0.57,1,"APCs","NELL1"
"AC009226.1.7",0.921361775223142,-0.421576128803202,0.415,0.47,1,"APCs","AC009226.1"
"GNGT1.7",0.924677716122539,0.473771131848195,0.376,0.479,1,"APCs","GNGT1"
"AL357873.1.7",0.985726364317369,-0.194441377613736,0.236,0.396,1,"APCs","AL357873.1"
"IL1R2.7",0.997747599058757,-0.0947524013144049,0.083,0.351,1,"APCs","IL1R2"
"NEGR1.8",0,4.76520839603049,0.987,0.555,0,"ASCs","NEGR1"
"LAMA2.8",0,4.17063897998689,0.97,0.467,0,"ASCs","LAMA2"
"C7.8",0,3.4651319615584,0.94,0.58,0,"ASCs","C7"
"DCN.8",0,3.29388493384728,0.908,0.549,0,"ASCs","DCN"
"ABCA9.8",0,3.14122482338446,0.914,0.583,0,"ASCs","ABCA9"
"ABCA6.8",0,3.01706015014764,0.936,0.6,0,"ASCs","ABCA6"
"ABCA10.8",0,2.88198054727124,0.939,0.657,0,"ASCs","ABCA10"
"ADAMTSL3.8",0,2.6750821791995,0.902,0.586,0,"ASCs","ADAMTSL3"
"NOVA1.8",0,2.61284400877712,0.892,0.625,0,"ASCs","NOVA1"
"LINC02511.8",0,2.43290656847446,0.748,0.534,0,"ASCs","LINC02511"
"FBLN1.8",0,2.36890133968128,0.784,0.499,0,"ASCs","FBLN1"
"DCLK1.8",0,2.36169714490131,0.826,0.53,0,"ASCs","DCLK1"
"LHFPL6.8",0,2.34651348644748,0.954,0.666,0,"ASCs","LHFPL6"
"COL6A3.8",0,2.32415857096733,0.791,0.489,0,"ASCs","COL6A3"
"FBN1.8",0,2.29272140878907,0.847,0.747,0,"ASCs","FBN1"
"ROBO2.8",0,2.27607677532931,0.647,0.422,0,"ASCs","ROBO2"
"ADAMTSL1.8",0,2.16416881546872,0.668,0.484,0,"ASCs","ADAMTSL1"
"COL1A2.8",0,2.07980214791376,0.84,0.619,0,"ASCs","COL1A2"
"AC097518.2.8",0,2.04303391463763,0.912,0.531,0,"ASCs","AC097518.2"
"TSHZ2.8",0,2.04260504163979,0.99,0.86,0,"ASCs","TSHZ2"
"KCND2.8",0,2.03425137102231,0.817,0.518,0,"ASCs","KCND2"
"FMO2.8",0,2.00612889266141,0.932,0.523,0,"ASCs","FMO2"
"SLIT2.8",0,1.96692788142702,0.956,0.736,0,"ASCs","SLIT2"
"LRFN5.8",0,1.96148136368234,0.869,0.548,0,"ASCs","LRFN5"
"PAMR1.8",0,1.93910561464758,0.919,0.762,0,"ASCs","PAMR1"
"FGF14.8",0,1.9103690210515,0.722,0.523,0,"ASCs","FGF14"
"PRRX1.8",0,1.84150778509457,0.727,0.582,0,"ASCs","PRRX1"
"CCDC102B.8",0,1.83105435144585,0.898,0.564,0,"ASCs","CCDC102B"
"PDGFRA.8",0,1.77885177361491,0.699,0.657,0,"ASCs","PDGFRA"
"CNTN4.8",0,1.77087790078754,0.889,0.702,0,"ASCs","CNTN4"
"C1orf21.8",0,1.74157777316743,0.846,0.633,0,"ASCs","C1orf21"
"FGF7.8",0,1.73155047299036,0.722,0.572,0,"ASCs","FGF7"
"SVEP1.8",0,1.676759040735,0.968,0.848,0,"ASCs","SVEP1"
"CACNA1C.8",0,1.64892823757118,0.824,0.456,0,"ASCs","CACNA1C"
"KAZN.8",0,1.63676195190131,0.802,0.673,0,"ASCs","KAZN"
"PRICKLE1.8",0,1.62110694556914,0.788,0.588,0,"ASCs","PRICKLE1"
"COL12A1.8",0,1.61265012021355,0.733,0.59,0,"ASCs","COL12A1"
"CYP7B1.8",0,1.5733740647528,0.751,0.557,0,"ASCs","CYP7B1"
"ALDH1A1.8",0,1.54668648990277,0.928,0.619,0,"ASCs","ALDH1A1"
"PAK3.8",0,1.54266921563202,0.811,0.491,0,"ASCs","PAK3"
"CRISPLD2.8",0,1.49888176039829,0.909,0.675,0,"ASCs","CRISPLD2"
"PTPRD.8",0,1.49705735954175,0.752,0.54,0,"ASCs","PTPRD"
"SLC7A14-AS1.8",0,1.46046445784326,0.765,0.644,0,"ASCs","SLC7A14-AS1"
"EBF2.8",0,1.40319810467693,0.779,0.675,0,"ASCs","EBF2"
"DPT.8",0,1.38518303743556,0.733,0.403,0,"ASCs","DPT"
"SDK1.8",0,1.36937368623634,0.672,0.632,0,"ASCs","SDK1"
"ABI3BP.8",0,1.35475311357772,0.899,0.708,0,"ASCs","ABI3BP"
"MEG8.8",0,1.31374109902507,0.665,0.632,0,"ASCs","MEG8"
"TFPI.8",0,1.28632674852811,0.752,0.379,0,"ASCs","TFPI"
"PLD5.8",0,1.2715730352867,0.842,0.409,0,"ASCs","PLD5"
"DHRS3.8",0,1.23687032818821,0.89,0.628,0,"ASCs","DHRS3"
"KLHL29.8",0,1.23134279421983,0.78,0.638,0,"ASCs","KLHL29"
"EYA2.8",0,1.21307399413833,0.915,0.714,0,"ASCs","EYA2"
"CFD.8",0,1.21225994967511,0.654,0.296,0,"ASCs","CFD"
"LUM.8",0,1.21222891148208,0.807,0.435,0,"ASCs","LUM"
"AL109930.1.8",0,1.18661972734713,0.717,0.555,0,"ASCs","AL109930.1"
"PLCXD3.8",0,1.18342803088673,0.822,0.456,0,"ASCs","PLCXD3"
"LAMC1.8",0,1.18268102491689,0.83,0.673,0,"ASCs","LAMC1"
"KLHL13.8",0,1.18142704063094,0.689,0.523,0,"ASCs","KLHL13"
"FGF10.8",0,1.17462093825692,0.646,0.327,0,"ASCs","FGF10"
"SPOCK1.8",0,1.17290973112097,0.605,0.386,0,"ASCs","SPOCK1"
"ANK2.8",0,1.16885069128332,0.788,0.68,0,"ASCs","ANK2"
"FILIP1.8",0,1.16392503764285,0.828,0.602,0,"ASCs","FILIP1"
"CNTN1.8",0,1.14876625744561,0.845,0.605,0,"ASCs","CNTN1"
"ABCA9-AS1.8",0,1.12680665311679,0.624,0.346,0,"ASCs","ABCA9-AS1"
"HMCN1.8",0,1.11094055513009,0.708,0.532,0,"ASCs","HMCN1"
"MITF.8",0,1.07853726095991,0.798,0.639,0,"ASCs","MITF"
"CCBE1.8",0,1.07546015647043,0.932,0.719,0,"ASCs","CCBE1"
"UNC5C.8",0,1.07159858309036,0.849,0.639,0,"ASCs","UNC5C"
"HPSE2.8",0,1.06465491308519,0.684,0.399,0,"ASCs","HPSE2"
"BX284613.2.8",0,1.04805368690851,0.687,0.402,0,"ASCs","BX284613.2"
"F3.8",0,1.03857494442142,0.786,0.63,0,"ASCs","F3"
"MYO10.8",0,1.03303382354625,0.913,0.41,0,"ASCs","MYO10"
"IGFBP7.8",0,1.03298937595393,0.911,0.684,0,"ASCs","IGFBP7"
"MGP.8",0,1.00845382726911,0.726,0.49,0,"ASCs","MGP"
"SMOC2.8",0,1.00418405126019,0.846,0.75,0,"ASCs","SMOC2"
"AMPH.8",0,1.00323318398308,0.678,0.328,0,"ASCs","AMPH"
"GALNT13.8",0,0.996444250694728,0.724,0.58,0,"ASCs","GALNT13"
"SLC24A3.8",0,0.986130827467352,0.901,0.736,0,"ASCs","SLC24A3"
"SLC1A2.8",0,0.967789999067223,0.797,0.602,0,"ASCs","SLC1A2"
"LIFR.8",0,0.966687997667628,0.875,0.714,0,"ASCs","LIFR"
"AL445250.1.8",0,0.956506608579337,0.721,0.488,0,"ASCs","AL445250.1"
"AGTR1.8",0,0.94570028518014,0.686,0.537,0,"ASCs","AGTR1"
"DOK6.8",0,0.942449450816211,0.74,0.366,0,"ASCs","DOK6"
"AL445426.1.8",0,0.919700769333851,0.742,0.745,0,"ASCs","AL445426.1"
"ABCB5.8",0,0.869875045627019,0.79,0.328,0,"ASCs","ABCB5"
"KCTD16.8",0,0.839094092178444,0.78,0.514,0,"ASCs","KCTD16"
"LSAMP.8",0,0.819556686221916,0.924,0.736,0,"ASCs","LSAMP"
"GRID1.8",0,0.804732525648278,0.686,0.383,0,"ASCs","GRID1"
"VGLL3.8",0,0.800147727153181,0.808,0.647,0,"ASCs","VGLL3"
"APOD.8",0,0.794883174636471,0.816,0.306,0,"ASCs","APOD"
"GREM1.8",0,0.787260325611156,0.869,0.421,0,"ASCs","GREM1"
"C1QTNF7.8",0,0.786258649726476,0.657,0.48,0,"ASCs","C1QTNF7"
"CPXM2.8",0,0.76732686041871,0.651,0.514,0,"ASCs","CPXM2"
"PCDH9.8",0,0.764206291941938,0.937,0.691,0,"ASCs","PCDH9"
"C6.8",0,0.743812017158425,0.749,0.385,0,"ASCs","C6"
"AC079298.3.8",0,0.735875985761841,0.709,0.622,0,"ASCs","AC079298.3"
"SYNPO2.8",0,0.733151372725875,0.69,0.626,0,"ASCs","SYNPO2"
"NCAM2.8",0,0.730060321847109,0.762,0.448,0,"ASCs","NCAM2"
"ZNF385D.8",0,0.707689319165494,0.658,0.532,0,"ASCs","ZNF385D"
"GSN.8",0,0.69243578822959,0.885,0.699,0,"ASCs","GSN"
"PDZRN3.8",0,0.680240715309311,0.859,0.792,0,"ASCs","PDZRN3"
"AC126121.3.8",0,0.673446771037133,0.844,0.213,0,"ASCs","AC126121.3"
"PDE1A.8",0,0.673097435942728,0.822,0.694,0,"ASCs","PDE1A"
"LDB2.8",0,0.662413574807245,0.945,0.68,0,"ASCs","LDB2"
"RHOJ.8",0,0.660433354427704,0.808,0.429,0,"ASCs","RHOJ"
"AC093772.1.8",0,0.655047676425615,0.604,0.426,0,"ASCs","AC093772.1"
"H19.8",0,0.640581783712804,0.82,0.554,0,"ASCs","H19"
"THBS1.8",0,0.639329511267515,0.77,0.395,0,"ASCs","THBS1"
"NCAM1.8",0,0.630474000977703,0.668,0.378,0,"ASCs","NCAM1"
"SFRP2.8",0,0.628873749997316,0.779,0.354,0,"ASCs","SFRP2"
"PAPPA.8",0,0.623967142211084,0.858,0.552,0,"ASCs","PAPPA"
"KCNMB2.8",0,0.590798788738629,0.879,0.604,0,"ASCs","KCNMB2"
"IGFBP3.8",0,0.586620704103641,0.637,0.422,0,"ASCs","IGFBP3"
"BX322234.1.8",0,0.585205637903495,0.285,0.352,0,"ASCs","BX322234.1"
"ENPEP.8",0,0.583782221951394,0.735,0.461,0,"ASCs","ENPEP"
"MYO1B.8",0,0.57905328368931,0.754,0.602,0,"ASCs","MYO1B"
"CATSPERB.8",0,0.572995894513554,0.67,0.551,0,"ASCs","CATSPERB"
"SERPINE1.8",0,0.552407978080893,0.817,0.32,0,"ASCs","SERPINE1"
"EFHD1.8",0,0.542909059131602,0.703,0.572,0,"ASCs","EFHD1"
"NCALD.8",0,0.540689368620662,0.867,0.657,0,"ASCs","NCALD"
"ENOX1.8",0,0.539450051486136,0.913,0.818,0,"ASCs","ENOX1"
"LINC02224.8",0,0.538313541076781,0.276,0.368,0,"ASCs","LINC02224"
"PTPRO.8",0,0.521473303285104,0.781,0.415,0,"ASCs","PTPRO"
"PI16.8",0,0.517196215442503,0.302,0.148,0,"ASCs","PI16"
"CACNA2D3.8",0,0.502891582823489,0.907,0.731,0,"ASCs","CACNA2D3"
"AC025159.1.8",0,0.489331389586167,0.854,0.656,0,"ASCs","AC025159.1"
"PTN.8",0,0.487775202705447,0.868,0.517,0,"ASCs","PTN"
"CYP1B1.8",0,0.481464848335459,0.309,0.361,0,"ASCs","CYP1B1"
"HMGCLL1.8",0,0.480719639741022,0.629,0.407,0,"ASCs","HMGCLL1"
"KIAA1211.8",0,0.476030901585807,0.634,0.333,0,"ASCs","KIAA1211"
"KAZN-AS1.8",0,0.474162097072624,0.286,0.273,0,"ASCs","KAZN-AS1"
"ROR2.8",0,0.474054659746919,0.835,0.692,0,"ASCs","ROR2"
"AL357507.1.8",0,0.463359349169963,0.65,0.315,0,"ASCs","AL357507.1"
"LINC00377.8",0,0.451399890647738,0.846,0.358,0,"ASCs","LINC00377"
