"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AC117386.2.1",8.13012424425802e-65,-0.0191110833772255,0.254,0.353,1.6260248488516e-61,"Macrophage","AC117386.2"
"LINC02456.1",8.44161916049674e-65,0.329488008879463,0.307,0.311,1.68832383209935e-61,"Macrophage","LINC02456"
"LRRC3B.1",2.01745353655058e-64,-0.0409015514358338,0.71,0.495,4.03490707310117e-61,"Macrophage","LRRC3B"
"LINC01362.1",1.56490943897865e-63,-0.0502842988443964,0.1,0.2,3.12981887795729e-60,"Macrophage","LINC01362"
"SLCO6A1.1",6.20664206143987e-63,-0.00907682219443141,0.301,0.299,1.24132841228797e-59,"Macrophage","SLCO6A1"
"ADAMTS6.1",8.11799347763021e-63,-0.1401024990356,0.614,0.449,1.62359869552604e-59,"Macrophage","ADAMTS6"
"GLDN.1",1.47575146349152e-62,-0.357078649480005,0.534,0.528,2.95150292698303e-59,"Macrophage","GLDN"
"THSD7B.1",1.57555873591655e-62,-0.578200354098243,0.407,0.486,3.15111747183311e-59,"Macrophage","THSD7B"
"ZNF536.1",1.62096971919601e-62,-0.0251452007980501,0.655,0.498,3.24193943839202e-59,"Macrophage","ZNF536"
"LINC01919.1",2.10217404073553e-62,-0.0174260793305435,0.139,0.159,4.20434808147105e-59,"Macrophage","LINC01919"
"HMMR.1",4.79132679858702e-62,0.00842389910288682,0.302,0.322,9.58265359717403e-59,"Macrophage","HMMR"
"AL139231.1.1",5.45893410116374e-62,-0.0398231929122493,0.003,0.116,1.09178682023275e-58,"Macrophage","AL139231.1"
"TSPAN5.1",1.35922896258692e-61,-0.19325564726047,0.725,0.599,2.71845792517384e-58,"Macrophage","TSPAN5"
"AC023590.1.1",3.52017652359362e-61,0.118260609412812,0.653,0.503,7.04035304718723e-58,"Macrophage","AC023590.1"
"CR1.1",4.40357002687827e-61,1.19809119711271,0.534,0.268,8.80714005375654e-58,"Macrophage","CR1"
"CLEC7A.1",5.67647966523298e-61,0.380880603655939,0.407,0.324,1.1352959330466e-57,"Macrophage","CLEC7A"
"AC244502.1.1",7.61494755509434e-61,-0.248117455132571,0.802,0.469,1.52298951101887e-57,"Macrophage","AC244502.1"
"HOOK2.1",1.22793901878252e-60,-0.90440283751814,0.488,0.5,2.45587803756504e-57,"Macrophage","HOOK2"
"AC074286.1.1",1.36026924486198e-60,-0.0349222971959942,0.123,0.258,2.72053848972396e-57,"Macrophage","AC074286.1"
"CADM3-AS1.1",1.38500888985571e-60,-0.0662770514438096,0.149,0.237,2.77001777971141e-57,"Macrophage","CADM3-AS1"
"SOX2-OT.1",1.39731738932532e-60,-0.312153338340172,0.855,0.621,2.79463477865065e-57,"Macrophage","SOX2-OT"
"AC011511.2.1",1.41358846384018e-60,0.276325253387166,0.323,0.294,2.82717692768036e-57,"Macrophage","AC011511.2"
"NACA.1",1.85714167732343e-60,-0.20650932380982,0.378,0.419,3.71428335464686e-57,"Macrophage","NACA"
"AC067956.1.1",2.64091869900054e-60,-0.0616278057189342,0.344,0.318,5.28183739800107e-57,"Macrophage","AC067956.1"
"AC113386.1.1",3.87349661696565e-60,-0.11740402484613,0.126,0.257,7.7469932339313e-57,"Macrophage","AC113386.1"
"CHSY3.1",4.50426456785464e-60,-0.0441637277308249,0.76,0.578,9.00852913570927e-57,"Macrophage","CHSY3"
"SLC14A2-AS1.1",4.7033609450999e-60,-0.299698328658999,0.257,0.468,9.4067218901998e-57,"Macrophage","SLC14A2-AS1"
"NCAM2.1",5.42238374450795e-60,-0.621049767332837,0.435,0.515,1.08447674890159e-56,"Macrophage","NCAM2"
"SYCP1.1",5.81028207657443e-60,-0.087510422161011,0.273,0.293,1.16205641531489e-56,"Macrophage","SYCP1"
"AC097459.1.1",7.33656833318188e-60,-0.117173182178965,0.289,0.256,1.46731366663638e-56,"Macrophage","AC097459.1"
"RPL36.1",7.41481683688277e-60,-0.325402459778786,0.58,0.548,1.48296336737655e-56,"Macrophage","RPL36"
"AGBL4.1",9.66792567831074e-60,-0.762880381713978,0.697,0.644,1.93358513566215e-56,"Macrophage","AGBL4"
"AC005280.2.1",2.83126722932054e-59,0.0427359153395963,0.349,0.213,5.66253445864108e-56,"Macrophage","AC005280.2"
"RPL15.1",2.83763895055924e-59,-0.248460100235062,0.318,0.46,5.67527790111847e-56,"Macrophage","RPL15"
"PKIA-AS1.1",2.98234140529801e-59,-0.128234084688346,0.424,0.324,5.96468281059602e-56,"Macrophage","PKIA-AS1"
"MMP16.1",3.21530467992892e-59,-0.537295452963544,0.383,0.454,6.43060935985784e-56,"Macrophage","MMP16"
"EFHD1.1",5.38844107173398e-59,-0.253540057980132,0.61,0.596,1.0776882143468e-55,"Macrophage","EFHD1"
"LRRTM4.1",1.31383166211714e-58,-0.130217094278461,0.48,0.404,2.62766332423427e-55,"Macrophage","LRRTM4"
"LINC02752.1",3.17265707057877e-58,-0.0270884022626445,0.634,0.449,6.34531414115754e-55,"Macrophage","LINC02752"
"NCEH1.1",3.58563720417728e-58,0.395381410272644,0.399,0.451,7.17127440835455e-55,"Macrophage","NCEH1"
"DLGAP2.1",4.08652696328689e-58,-0.675237753703259,0.596,0.587,8.17305392657378e-55,"Macrophage","DLGAP2"
"AC021723.2.1",8.90593813674684e-58,-0.279162525474765,0.421,0.534,1.78118762734937e-54,"Macrophage","AC021723.2"
"LINC00578.1",9.30424786788237e-58,-0.328260699814851,0.375,0.485,1.86084957357647e-54,"Macrophage","LINC00578"
"STXBP6.1",1.14921676448242e-57,-0.750312184489946,0.702,0.631,2.29843352896484e-54,"Macrophage","STXBP6"
"DPP6.1",1.34977880894393e-57,-0.416978969543085,0.712,0.688,2.69955761788786e-54,"Macrophage","DPP6"
"TMEM178B.1",1.49550624737952e-57,-0.486978308846341,0.717,0.435,2.99101249475903e-54,"Macrophage","TMEM178B"
"AC025470.2.1",1.82605787502889e-57,-0.649853894738557,0.778,0.552,3.65211575005777e-54,"Macrophage","AC025470.2"
"CIDEC.1",1.91797796500551e-57,-0.603796650984761,0.5,0.512,3.83595593001101e-54,"Macrophage","CIDEC"
"ITGA11.1",8.23136234974989e-57,-0.380447465882322,0.396,0.353,1.64627246994998e-53,"Macrophage","ITGA11"
"KCNN2.1",9.55571763881595e-57,-0.0380419501936536,0.238,0.22,1.91114352776319e-53,"Macrophage","KCNN2"
"AL355612.1.1",1.14136916495587e-56,-0.0454134805068367,0.22,0.322,2.28273832991174e-53,"Macrophage","AL355612.1"
"FMO3.1",4.86169489707993e-56,-0.0608207969238269,0.078,0.251,9.72338979415986e-53,"Macrophage","FMO3"
"GNGT1.1",6.53435748942589e-56,-0.246548319864798,0.686,0.429,1.30687149788518e-52,"Macrophage","GNGT1"
"SNCAIP.1",1.05547563823853e-55,-0.0648617495887386,0.676,0.553,2.11095127647706e-52,"Macrophage","SNCAIP"
"MIR3681HG.1",1.38047699448435e-55,-0.116538532532964,0.498,0.396,2.76095398896869e-52,"Macrophage","MIR3681HG"
"AC024901.1.1",3.22227318383225e-55,-0.111211096979133,0.231,0.38,6.4445463676645e-52,"Macrophage","AC024901.1"
"LOXHD1.1",3.74014176750855e-55,-0.446702809279902,0.63,0.605,7.48028353501709e-52,"Macrophage","LOXHD1"
"AC002429.2.1",7.30899615558814e-55,-0.326885976207988,0.196,0.318,1.46179923111763e-51,"Macrophage","AC002429.2"
"LINC02328.1",9.15648737675552e-55,0.645845929593181,0.532,0.38,1.8312974753511e-51,"Macrophage","LINC02328"
"CCDC178.1",1.14141814596818e-54,-0.402116555180941,0.711,0.472,2.28283629193635e-51,"Macrophage","CCDC178"
"FCN1.1",1.46981910087336e-54,0.0390554131270266,0.335,0.258,2.93963820174671e-51,"Macrophage","FCN1"
"SLC7A14.1",1.58105261694687e-54,-0.124204289230734,0.366,0.345,3.16210523389374e-51,"Macrophage","SLC7A14"
"AP002370.2.1",2.13209878671411e-54,-0.153030263284825,0.394,0.291,4.26419757342822e-51,"Macrophage","AP002370.2"
"SH3BP4.1",3.16224005376278e-54,-0.677577484599175,0.656,0.559,6.32448010752555e-51,"Macrophage","SH3BP4"
"CDK15.1",3.38607586365384e-54,-0.294451639820618,0.638,0.422,6.77215172730768e-51,"Macrophage","CDK15"
"AC112493.1.1",3.92111437787249e-54,-0.0267973007631762,0.369,0.243,7.84222875574497e-51,"Macrophage","AC112493.1"
"ANO4.1",5.61284753506895e-54,-0.3911515962535,0.554,0.55,1.12256950701379e-50,"Macrophage","ANO4"
"AC021351.1.1",7.33442831251639e-54,-0.0712881284164248,0.257,0.314,1.46688566250328e-50,"Macrophage","AC021351.1"
"AC007368.1.1",9.07496442736309e-54,-0.198174436419234,0.509,0.401,1.81499288547262e-50,"Macrophage","AC007368.1"
"PLIN4.1",1.01863660830921e-53,-1.02310838159194,0.813,0.568,2.03727321661841e-50,"Macrophage","PLIN4"
"SYNPR.1",2.25035280880584e-53,-0.0119212308110397,0.175,0.246,4.50070561761168e-50,"Macrophage","SYNPR"
"AL355102.4.1",6.55490925255024e-53,-0.0404352953697112,0.15,0.242,1.31098185051005e-49,"Macrophage","AL355102.4"
"LINC01010.1",1.11317216135103e-52,0.11146160898259,0.482,0.236,2.22634432270206e-49,"Macrophage","LINC01010"
"COL4A4.1",2.283208509048e-51,-0.0961157604847116,0.195,0.334,4.56641701809601e-48,"Macrophage","COL4A4"
"C5orf64.1",2.91801043950321e-51,-0.0921306589873104,0.593,0.456,5.83602087900642e-48,"Macrophage","C5orf64"
"AC021851.2.1",2.94505235787946e-51,-0.064558163729571,0.728,0.573,5.89010471575891e-48,"Macrophage","AC021851.2"
"POU6F2.1",7.17606461337662e-51,-0.199857650017197,0.212,0.445,1.43521292267532e-47,"Macrophage","POU6F2"
"FCRL1.1",8.82169499193197e-51,-0.0898236729030749,0.234,0.206,1.76433899838639e-47,"Macrophage","FCRL1"
"UAP1.1",1.16797657817977e-50,-1.05707413095902,0.691,0.558,2.33595315635955e-47,"Macrophage","UAP1"
"LINC02306.1",2.33407229996535e-50,-0.0303032892960082,0.196,0.315,4.6681445999307e-47,"Macrophage","LINC02306"
"SELP.1",2.68844564315665e-50,-0.0422344911663525,0.119,0.278,5.3768912863133e-47,"Macrophage","SELP"
"ATP6V0D2.1",2.70039142824561e-50,0.0752009069979291,0.427,0.325,5.40078285649122e-47,"Macrophage","ATP6V0D2"
"RPL27A.1",7.37058318214093e-50,-0.26775271188968,0.299,0.465,1.47411663642819e-46,"Macrophage","RPL27A"
"KHDRBS2.1",8.81868320710913e-50,1.29469283223383,0.545,0.374,1.76373664142183e-46,"Macrophage","KHDRBS2"
"NOSTRIN.1",9.30323214353047e-50,-0.438674310582106,0.612,0.369,1.86064642870609e-46,"Macrophage","NOSTRIN"
"AQP1.1",1.82908983066761e-49,-0.234757958179003,0.631,0.421,3.65817966133521e-46,"Macrophage","AQP1"
"MTRNR2L12.1",2.697904627411e-49,-0.472271236097611,0.465,0.453,5.39580925482199e-46,"Macrophage","MTRNR2L12"
"SYN3.1",8.63000165115703e-49,-0.797002597780141,0.47,0.511,1.72600033023141e-45,"Macrophage","SYN3"
"RAP1GAP2.1",1.14123290461046e-48,0.192527436961976,0.59,0.441,2.28246580922093e-45,"Macrophage","RAP1GAP2"
"LINC02055.1",1.48211924345203e-48,-0.0891379656500191,0.374,0.359,2.96423848690405e-45,"Macrophage","LINC02055"
"MIR2052HG.1",4.09265660260879e-48,0.0983436699042029,0.484,0.349,8.18531320521757e-45,"Macrophage","MIR2052HG"
"LIX1-AS1.1",4.31144917956042e-48,0.667089029571455,0.574,0.443,8.62289835912085e-45,"Macrophage","LIX1-AS1"
"AC019211.1.1",4.84234059976911e-48,-0.0949727942768165,0.333,0.329,9.68468119953822e-45,"Macrophage","AC019211.1"
"UBA6-AS1.1",7.45061801209778e-48,-0.209273288983007,0.449,0.489,1.49012360241956e-44,"Macrophage","UBA6-AS1"
"RPS11.1",7.64364913990073e-48,-0.252554630923078,0.375,0.462,1.52872982798015e-44,"Macrophage","RPS11"
"KDR.1",9.29459625654661e-48,-0.427437770179084,0.595,0.592,1.85891925130932e-44,"Macrophage","KDR"
"MGAT4C.1",1.50667390946649e-47,-0.374233383524245,0.323,0.459,3.01334781893297e-44,"Macrophage","MGAT4C"
"ADCY8.1",1.60823063639302e-47,-0.00303557680597019,0.519,0.354,3.21646127278605e-44,"Macrophage","ADCY8"
"MLIP.1",3.68445499462596e-47,-0.0655737417508263,0.561,0.409,7.36890998925193e-44,"Macrophage","MLIP"
"FGF2.1",4.16498262493342e-47,-0.714859024006983,0.828,0.579,8.32996524986685e-44,"Macrophage","FGF2"
"RGS13.1",4.46951630191159e-47,-0.0928600630848324,0.178,0.193,8.93903260382318e-44,"Macrophage","RGS13"
"AC091939.1.1",7.64729416002498e-47,-0.0677613071536945,0.222,0.261,1.529458832005e-43,"Macrophage","AC091939.1"
"DPYS.1",2.11846888021289e-46,-0.442345027123146,0.476,0.52,4.23693776042578e-43,"Macrophage","DPYS"
"SEZ6L.1",2.58471394169122e-46,0.247456020784936,0.615,0.557,5.16942788338243e-43,"Macrophage","SEZ6L"
"AL139317.5.1",2.69005953638861e-46,-0.861044703430815,0.374,0.492,5.38011907277722e-43,"Macrophage","AL139317.5"
"HHIP.1",4.8966524625654e-46,-1.30261246860739,0.718,0.58,9.79330492513081e-43,"Macrophage","HHIP"
"RDH10-AS1.1",5.61545234793183e-46,-0.418883907882912,0.335,0.48,1.12309046958637e-42,"Macrophage","RDH10-AS1"
"SV2B.1",6.45882477636002e-46,-0.033004045543351,0.336,0.373,1.291764955272e-42,"Macrophage","SV2B"
"LGALS1.1",6.52737054443801e-46,-0.0938709920095809,0.306,0.346,1.3054741088876e-42,"Macrophage","LGALS1"
"BBOX1-AS1.1",1.45055265725344e-45,-0.0634416722215512,0.108,0.274,2.90110531450688e-42,"Macrophage","BBOX1-AS1"
"AC233296.1.1",2.32624956650348e-45,-0.201850975580431,0.517,0.423,4.65249913300695e-42,"Macrophage","AC233296.1"
"HMGA2.1",2.40527560378018e-45,-0.0363437651387977,0.203,0.331,4.81055120756036e-42,"Macrophage","HMGA2"
"SPP1.1",3.10394316659063e-45,0.0325117522132873,0.231,0.106,6.20788633318126e-42,"Macrophage","SPP1"
"APOLD1.1",5.08676110901985e-45,-0.341829208240767,0.631,0.598,1.01735222180397e-41,"Macrophage","APOLD1"
"TENT5A.1",5.27528892497027e-45,0.594972753401952,0.676,0.612,1.05505778499405e-41,"Macrophage","TENT5A"
"AC008825.1.1",5.45598492827421e-45,-0.0112357821143474,0.148,0.238,1.09119698565484e-41,"Macrophage","AC008825.1"
"AC012499.1.1",6.29684468430361e-45,-0.0374865766000324,0.002,0.106,1.25936893686072e-41,"Macrophage","AC012499.1"
"PI15.1",8.28408840590309e-45,-0.00640752398969562,0.001,0.095,1.65681768118062e-41,"Macrophage","PI15"
"SAA4.1",1.40389768664562e-44,-0.0280315479981817,0.058,0.263,2.80779537329124e-41,"Macrophage","SAA4"
"CTSC.1",1.52265659173908e-44,1.15298208933881,0.575,0.602,3.04531318347815e-41,"Macrophage","CTSC"
"NPSR1-AS1.1",1.54340257738474e-44,-0.0516141328640591,0.315,0.284,3.08680515476949e-41,"Macrophage","NPSR1-AS1"
"KCNQ3.1",1.55067571360883e-44,-0.0835860986623082,0.617,0.461,3.10135142721766e-41,"Macrophage","KCNQ3"
"SLC7A2.1",1.70810841067162e-44,-0.513571374143468,0.755,0.588,3.41621682134325e-41,"Macrophage","SLC7A2"
"AC093912.1.1",2.1117788562793e-44,-0.0460400216053218,0.043,0.306,4.2235577125586e-41,"Macrophage","AC093912.1"
"DOCK5.1",2.30863447450436e-44,0.202944415275439,0.804,0.675,4.61726894900871e-41,"Macrophage","DOCK5"
"CCDC3.1",3.3774288137732e-44,-1.99278711574275,0.782,0.619,6.75485762754639e-41,"Macrophage","CCDC3"
"AL353138.1.1",5.49311606815918e-44,-0.109596876989401,0.713,0.522,1.09862321363184e-40,"Macrophage","AL353138.1"
"LYZ.1",1.68850900743866e-43,0.099176579416017,0.521,0.216,3.37701801487732e-40,"Macrophage","LYZ"
"RNF152.1",1.93212333614637e-43,-0.668904800431515,0.796,0.482,3.86424667229274e-40,"Macrophage","RNF152"
"NRIP1.1",2.90559478268612e-43,0.30126814400845,0.738,0.646,5.81118956537225e-40,"Macrophage","NRIP1"
"SRPX.1",2.93995144114567e-43,-0.436125137519882,0.763,0.498,5.87990288229133e-40,"Macrophage","SRPX"
"AC002069.2.1",2.95133434598891e-43,-0.0182895898562115,0.448,0.363,5.90266869197782e-40,"Macrophage","AC002069.2"
"FGF1.1",6.67159757845649e-43,-0.848131060557629,0.856,0.635,1.3343195156913e-39,"Macrophage","FGF1"
"RPL30.1",8.70195587637428e-43,-0.377904433109083,0.363,0.457,1.74039117527486e-39,"Macrophage","RPL30"
"AC138123.1.1",1.3079330944744e-42,-0.392802656395873,0.306,0.433,2.6158661889488e-39,"Macrophage","AC138123.1"
"AP000812.1.1",1.48582592677864e-42,0.234814284593991,0.534,0.421,2.97165185355729e-39,"Macrophage","AP000812.1"
"WWC1.1",1.8036136413058e-42,-0.843214990528694,0.819,0.65,3.60722728261159e-39,"Macrophage","WWC1"
"LRRC1.1",1.84771213141339e-42,-0.734201778149188,0.801,0.496,3.69542426282679e-39,"Macrophage","LRRC1"
"AP005329.2.1",2.6819010252462e-42,-0.173071278592652,0.113,0.256,5.36380205049241e-39,"Macrophage","AP005329.2"
"AF165147.1.1",2.95890111848245e-42,-0.526647813381355,0.511,0.5,5.91780223696491e-39,"Macrophage","AF165147.1"
"MARK1.1",3.25805594202039e-42,-1.01737955289757,0.816,0.595,6.51611188404077e-39,"Macrophage","MARK1"
"SLC24A4.1",4.87699617202262e-42,0.304444205322596,0.441,0.446,9.75399234404525e-39,"Macrophage","SLC24A4"
"MDGA2.1",5.97882834781393e-42,-0.127372190473009,0.2,0.264,1.19576566956279e-38,"Macrophage","MDGA2"
"AC092155.1.1",6.11259836019078e-42,-0.224799396579673,0.426,0.508,1.22251967203816e-38,"Macrophage","AC092155.1"
"AL157886.1.1",6.23033099142741e-42,-0.0652758420618659,0.222,0.311,1.24606619828548e-38,"Macrophage","AL157886.1"
"SLC22A10.1",7.83038492712089e-42,-0.0535593740984602,0.242,0.204,1.56607698542418e-38,"Macrophage","SLC22A10"
"ANO2.1",9.02079046005766e-42,-1.13560698415913,0.721,0.481,1.80415809201153e-38,"Macrophage","ANO2"
"DPYSL3.1",9.98615195789745e-42,-0.873644752205249,0.641,0.565,1.99723039157949e-38,"Macrophage","DPYSL3"
"PI16.1",1.35375174025324e-41,-0.149345093585616,0.039,0.192,2.70750348050648e-38,"Macrophage","PI16"
"AP002518.2.1",1.71250796439262e-41,-0.966741877662182,0.532,0.528,3.42501592878524e-38,"Macrophage","AP002518.2"
"AC004862.1.1",2.01421209706704e-41,-0.0248133399501862,0.019,0.161,4.02842419413408e-38,"Macrophage","AC004862.1"
"AL365295.1.1",2.27376222080482e-41,-0.754901533592424,0.704,0.655,4.54752444160963e-38,"Macrophage","AL365295.1"
"AC114689.3.1",2.38197801863842e-41,-0.26812340293175,0.329,0.476,4.76395603727685e-38,"Macrophage","AC114689.3"
"GNAT3.1",3.50799796182545e-41,-0.0365317539125104,0.049,0.146,7.01599592365089e-38,"Macrophage","GNAT3"
"LINC01230.1",4.40228382970645e-41,-0.0820637476191194,0.184,0.233,8.80456765941289e-38,"Macrophage","LINC01230"
"GPM6A.1",5.99417325070703e-41,-1.40312120680897,0.881,0.778,1.19883465014141e-37,"Macrophage","GPM6A"
"STC1.1",6.30270014260246e-41,-0.042140369639565,0.285,0.422,1.26054002852049e-37,"Macrophage","STC1"
"RARB.1",7.88104233207455e-41,-0.214854692231211,0.498,0.521,1.57620846641491e-37,"Macrophage","RARB"
"GALNT15.1",1.00274096877932e-40,-0.496378931302929,0.577,0.535,2.00548193755863e-37,"Macrophage","GALNT15"
"PODXL.1",1.27107168733197e-40,-0.570696558107051,0.744,0.601,2.54214337466395e-37,"Macrophage","PODXL"
"BRINP2.1",1.31691454897839e-40,-0.0801344386189051,0.122,0.376,2.63382909795678e-37,"Macrophage","BRINP2"
"C2CD2.1",2.91798208209217e-40,-1.04213068674975,0.511,0.49,5.83596416418434e-37,"Macrophage","C2CD2"
"SAMD3.1",6.09685325433211e-40,-0.979059718037332,0.389,0.354,1.21937065086642e-36,"Macrophage","SAMD3"
"COL15A1.1",1.07058245147917e-39,-0.529776971807546,0.876,0.547,2.14116490295833e-36,"Macrophage","COL15A1"
"MECOM.1",1.43843465963718e-39,-2.00657327832241,0.811,0.527,2.87686931927436e-36,"Macrophage","MECOM"
"DCC.1",1.74136205387429e-39,-0.0492949552591505,0.353,0.343,3.48272410774858e-36,"Macrophage","DCC"
"AR.1",1.85230240858417e-39,-0.637527924913154,0.838,0.618,3.70460481716835e-36,"Macrophage","AR"
"CTNNA3.1",1.89159431212502e-39,-1.45135168903534,0.735,0.591,3.78318862425004e-36,"Macrophage","CTNNA3"
"MDH1.1",2.59042501994068e-39,-0.369608254766635,0.395,0.449,5.18085003988137e-36,"Macrophage","MDH1"
"NTRK3.1",6.59788039432097e-39,-0.417739473308709,0.788,0.632,1.31957607886419e-35,"Macrophage","NTRK3"
"COL4A6.1",1.08996472022881e-38,-0.208153471712048,0.835,0.552,2.17992944045763e-35,"Macrophage","COL4A6"
"AC022424.2.1",1.26801133697487e-38,-0.0593723659672095,0.027,0.157,2.53602267394973e-35,"Macrophage","AC022424.2"
"THSD4-AS1.1",1.31029053012804e-38,-0.138658793676426,0.478,0.396,2.62058106025608e-35,"Macrophage","THSD4-AS1"
"SLC22A25.1",1.55435716588831e-38,-0.0786553440522423,0.187,0.255,3.10871433177662e-35,"Macrophage","SLC22A25"
"HEG1.1",1.68128158694947e-38,-1.63662697850709,0.802,0.667,3.36256317389893e-35,"Macrophage","HEG1"
"LRP2.1",3.65547313637231e-38,-0.969481023674509,0.79,0.687,7.31094627274462e-35,"Macrophage","LRP2"
"ABCB1.1",3.8335942898573e-38,-0.512205245546093,0.737,0.475,7.6671885797146e-35,"Macrophage","ABCB1"
"AC132803.1.1",3.86747313816082e-38,-0.10703716345416,0.634,0.423,7.73494627632164e-35,"Macrophage","AC132803.1"
"HS3ST3A1.1",6.62311339485032e-38,-0.0652231660320971,0.374,0.366,1.32462267897006e-34,"Macrophage","HS3ST3A1"
"LINC01194.1",8.7237684749271e-38,-0.0443564984280087,0.14,0.182,1.74475369498542e-34,"Macrophage","LINC01194"
"CA8.1",1.1003732006926e-37,-0.0399525849597008,0.416,0.335,2.2007464013852e-34,"Macrophage","CA8"
"RPL19.1",1.20049267640193e-37,-0.281505076722545,0.304,0.447,2.40098535280386e-34,"Macrophage","RPL19"
"LINC01266.1",2.85484519448494e-37,0.384271446487482,0.533,0.623,5.70969038896988e-34,"Macrophage","LINC01266"
"CIT.1",7.17859661850196e-37,0.0504407273438914,0.56,0.425,1.43571932370039e-33,"Macrophage","CIT"
"AL136456.1.1",8.323499921241e-37,-0.606856567841364,0.674,0.627,1.6646999842482e-33,"Macrophage","AL136456.1"
"RETSAT.1",9.11345845271266e-37,-0.795131132237371,0.593,0.519,1.82269169054253e-33,"Macrophage","RETSAT"
"AKR1C2.1",1.28423442620025e-36,-0.314701762546889,0.464,0.471,2.5684688524005e-33,"Macrophage","AKR1C2"
"CYTH4.1",1.37999372015372e-36,1.20260711630536,0.527,0.368,2.75998744030744e-33,"Macrophage","CYTH4"
"PAPSS2.1",3.7912928608064e-36,0.519566878546718,0.569,0.729,7.5825857216128e-33,"Macrophage","PAPSS2"
"LIN7A.1",4.82459989026025e-36,-0.203997033775472,0.338,0.462,9.6491997805205e-33,"Macrophage","LIN7A"
"SLC16A1.1",7.12472488117906e-36,-0.489244131776097,0.327,0.468,1.42494497623581e-32,"Macrophage","SLC16A1"
"AC092546.1.1",7.13665288185701e-36,0.271142774526982,0.515,0.402,1.4273305763714e-32,"Macrophage","AC092546.1"
"HS3ST5.1",1.01477789591405e-35,0.0392783688143049,0.344,0.194,2.0295557918281e-32,"Macrophage","HS3ST5"
"PPA1.1",1.8556439190395e-35,-0.470018151764471,0.438,0.501,3.711287838079e-32,"Macrophage","PPA1"
"SGK2.1",2.68123939301873e-35,-0.237300733527628,0.32,0.475,5.36247878603745e-32,"Macrophage","SGK2"
"KCND3.1",3.26358508502827e-35,-0.474240436596627,0.483,0.491,6.52717017005653e-32,"Macrophage","KCND3"
"SDK1.1",4.24135373435198e-35,-0.855908426333273,0.878,0.615,8.48270746870395e-32,"Macrophage","SDK1"
"STOX2.1",4.43499950172002e-35,0.00230397439729413,0.605,0.46,8.86999900344005e-32,"Macrophage","STOX2"
